,Text,Target
323,"Very few people know that getting into the IITs was a dream for me.\nI tried during my 12th.\nDidn\t make it. Not even close.\n\nIt was the first time I saw my father cry.\nI am guessing he felt this would be what will get us out of our financial miseries.\nI don\t know. I never asked him why he cried that day.\n\nI didn\t make it to any engineering college. None that mattered, that I wanted to get into.\n\nSo I decided to go for a 3-yr B. Sc degree from St. Stephens.\nI was rejected at the interview stage.\nDr. Wilson said, ""I don\t think you will be good in Physics""\n\nTried again for the IITs while in 1st year of college.\nDidn\t make it. Not even close.\n\nThis time no one cried. Not even me.\nMaybe I knew it all along.\n\nAs on date, it is easy for someone to assume that where I ended up in life (colleges, companies, investors, etc.) were not my first choices and hence are not the right choices. Except that is not true.\n\nI was rejected by everyone. But they accepted me. They are no less in my eyes. Never!\n\nIt\s just that I\m insanely lucky. So lucky that it shocks me at times.\n\nMy success remains unexplained.\nI cannot justify it nor can claim it. ",0
324,"The IMPACT!\nAmazon creating not only 3 lac new jobs in the last 12 months of COVID but also creating pleasant experiences.\nVery recently I had placed an order with Amazon, do be delivered at my Moms address.\nCloser to the delivery date, I got a message that its cancelled as the product got damaged in transit.\nI called up Customer service, where the waiting time is never more than a minute, its always almost immediate. They understood the problem and got the same product re-issued and got it delivered to my Mom just a day later.\nSo Amazon you are not just creating jobs, but also giving just the right training to create good resources and an everlasting customer impact.\nKeep the good work on! """,0
325,"Hello everyone\n\nPlease dont ignored my post... \xf0\x9f\x99\x8f\n\nThis second time Im posting for Job. I dont got a job from earlier post due to location constraint in this covid pandemic its not work well\n\nUpdate my CV no response\n\nQualification - MBA\n\nLast company - Eminent Food Store India Pvt Ltd. (Foodieez)\n\nTotal experience - 1.6 years in retail\n\nDesignation -\n\nResponsibilities :-\n\n1.Collection Cash from all stores.\n2 Collection of bills from stores.\n3.Damage Reporting others than temptations.\n4.Equipment status from all stores.\n5.Reconciliation of cash, Paytm, Bharat pe & Bank.\n6.Deal with complaints from customers to maintain the stores reputations.\n\nPreferred Location - Noida, Greater Noida, Delhi """,0
326,"Hello Friends\nAnyone requiring injection Remdesivir can get @ Rs 899/- as against Rs.4000/- charged by medical shops.\n\nPradhan Mantri Bhartiya Jan Aushadhi Kendra Borivali West\n\nAddress: Shop No 4, Bethlehem Apartments, Near Dominos and Bhagwati Hospital, SVP Road, Borivali West, Mumbai - 400103\n\nStore Timings - 9:30 AM to 9:00 PM (All days open)\nPhone and WhatsApp Number - 9969308613\nDirect WhatsApp link -\nLandline Number - 022-28943789\nContact Person - Vijay Gosar\n\nDocuments required:\n1) Patients Aadhar card\n2) Covid positive report\n3) ORIGINAL Doctors prescription\n4) aadhar card of person taking medicine\n\nPlease share in all your groups to help others. """,0
327,"I have to say this. levels[dot]fyi data is pretty good for salaries I know firsthand. And I know a lot of salaries \xf0\x9f\x99\x88.\n\nBefore joining any company check out what theyre supposed to pay to avoid getting lowballed. """,0
328,"The Most Cursed Entrepreneur of India, turning Stones into the Bridges..!!\n\nIn India, its not easy to be a Leader. Agree?\n\nJai hind \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 """,0
329,"Who said Unicorns are rare?\n\nIndia just found six Unicorns in three days. \xf0\x9f\x9a\x80\n\n\nEdit: Couple minutes after posting this, one more was added to the list.\n\nFollow: ",0
330,"I am glad to share that , I got global rank 371(Indian Rank close to 150) in todays Google Kickstart Round B :-)\nMy ideas :\n\nA : Easy , people must have seen same problem before.\n\nB : I knew from the beginning , that it had tedious casework , I took my time , and submitted only after being sure of all the cases . My solution involves dynamic programming from left and right.\n\nC : Prime numbers.(I said in my previous posts to focus on Primes :p)\n\nD : I was constantly thinking of BFS + Segment-tree solution(as I only prefer BFS , not DFS) , only to realize 5 minutes before contest end , that the solution will require DFS + Segment-Tree :p . Hence couldnt pass test-set-2 of problem D :-)\n\nProblems were awesome , thanks for a refreshing morning !\n!!\n\xe2\x9d\xa4\xef\xb8\x8f """,0
331,"Delivery Boy: ""Sir, This is your Parcel""\xe2\x9c\xa8\nI was Like:\xf0\x9f\xa4\xa9 ""Yeh Mehnat ki Kamai hai"" \xf0\x9f\xa5\xb3(""This is hard-earned"") XD\n\nThanks, for these goodies as a piece of appreciation.\xe2\x9d\xa3\n\nGlad to be the President at ,\xf0\x9f\x98\x8e part of this whole coding community, and a member of the Family.\xf0\x9f\x94\xa5 ",0
332,"If you have food in your fridge, clothes on your body, a roof over your head, and a place to sleep, you are richer than 75% of the entire world.\n\nIf you have money in your wallet and can go anywhere you want, you are among 18% of the worlds most wealthy people.\n\nIf you are alive today and healthy, you are more blessed then the millions of people who will not survive this week and die.\n\nIf you can actually using Linkedin, Read and understand this message, you are more fortunate than the 4 billion people in the world who are blind, deaf, or illiterate.\n\nLife is not about complaining. Life is about thousands of other reasons to be grateful and happy.\n\nYou have hundreds of reasons to be happy then why feel depressed by thinking a reason that you cant control?\n\nAgree?\n\nIf you are looking for job change apple here- """,0
333,"So, the main thing to note in Modi Ji\s announcement is ""We have to save India from Lockdown"".\n\nOn one hand, I totally agree with him. There are a lot of cons of lockdown rather than pros. Some of them are :-\n\n\xe2\x80\xa2 The first and the major is Education sector. The students of class 1st to 5th have got phones and they are using it to watch and play games. Class 6th to 11th students are busy in making accounts and becoming influencers. 12th class students are going through tough times to prepare bcoz coaching are online and online is not that effective as offline. Only some College students are utilising their time online.\n\n\xe2\x80\xa2 The second is Daily Wage workers. They really go through a bad time during lockdown.\n\n\xe2\x80\xa2 The third is economy and unemployment. The number of persons that become unemployment is beyond our thoughts.\n\nThere are many other reasons as well. On the other hand, only bcoz of one reason that people are dying bcoz of Covid, I want everyone to stay at home safely with their families.\n\nIf I missed anything or not seeing the big picture, do add your opinion in the comment section.\n\nStay safe, stay healthy. ",0
334,HIRING ALERT !!\n\nWe are hiring Business Development Executives. (Delhi/NCR Preferred)\n\nVacancies - 2\nExperience - 6 Months to 1 Year\nPackage - 3 to 4 lakhs\n\nPlease share your resume at ,1
335,"We are growing our team. Anyone with digital marketing background who wants to Work From Home or even better, wants to Work From Mountains can drop their resume at info@elatedigitalmarketing.com\n\nCant wait for you to join our team! Apply NOW! ",1
336,"I am glad to inform that I cleared all my Technical Rounds in Goldman Sachs and was fortunate enough to Interview with Goldman Sachs today, it was a great learning experience. Fingers Crossed ",0
337,"Hello Everyone!\n\nI am delighted to share that I have accepted an offer to join Adobe as a Product Intern for summer 2021.\n\nI would like to thank the and for providing this amazing opportunity.\n\nSpecial thanks to , , and for providing their help and support throughout the hiring process.\n\nLastly, Id like to thank my family and friends for supporting and inspiring me to pursue my dreams.\n\nLooking forward to a great learning experience. """,0
338,"TravClan hiring City Ambassador Interns PAN India\n\nFor more info/ to Apply: https://lnkd.in/dMwj2tj\n\nWhile being in College, Work with the team of Indias biggest B2B Travel tech startup founded by IIT/IIM Alums and get a direct Linkedin recommendation by being among the best performers along with other perks!\n\nApply, refer or share with your amazing friends! """,1
339,"Surround yourself with people who ask hard and deep questions. That\xe2\x80\x99s the guaranteed way to grow in life.\n\nPersonally, I\xe2\x80\x99m blessed to have both teammates and students like this \xf0\x9f\x99\x8f.\n\nIt makes every day a learning experience. ",0
340,"I am glad to inform all my connections that i have cleared the interview process for SDE1 role at Amazon, ByteDance( Singapore ) and Flipkart recently.\n\nThis is not a flex post but me just trying to motivate any college student/software engineer who did not get the desired job for any xyz reason to start applying for their dream jobs as the market is hiring like crazy!\n\nIf you need any help, feel free to ping on Linkedin.\nWould be happy to help out in anyway possible.\n\nThanks to the entire team of , wouldnt have been possible without their mock interviews. Would recommend everyone to try it.\n\nA special mention to and for their guidance throughout the interview process. """,0
341,"Today begins a new chapter in my life! I couldn\xe2\x80\x99t be more excited and ecstatic to announce that I have joined EY as a Senior Data Analytics Consultant, in New York.\n\nAfter the fruitful experience of completing my Master\xe2\x80\x99s from the College Park in December 2020, which strengthened my love for data and data-driven decisions. I couldn\xe2\x80\x99t be happier to work in emerging data technologies in my present role.\n\nI want to thank my recruiter- , for helping me navigate the process. Special thanks to for being a constant support in this process.\n\nI can\xe2\x80\x99t go without saying, the support from family and friends never goes unnoticed and is even more appreciated because, without them, this would not have been possible. ",0
342,"Heres a simplified timeline for those applying to Masters Programs for Fall 2022 from Gradvine\n\n1. Start GRE prep by March/April. Give the first attempt by May-June. The number of attempts does not matter. Always leave room for multiple attempts.\n\n2. University selection: Have an idea about universities to target before the GRE itself. GRE shouldnt fully dictate your university choice.\n\n3. Have your final GRE score by August 2021 latest. Finish GRE before starting application documents.\nJuggling GRE+college/work+applications gets taxing\n\n4. Start your SOP: Solid application documents take 45-60 days to prepare. Start working on them by mid-August latest.\n\n5. TOEFL/IELTS: Finish your TOEFL/IELTS in the months of August-September. Straightforward exams so this can be done in parallel to application completion.\n\n6. Submit your Application: Submit your application early to improve chances. Not later than November 2021.\n\n7. Expect University decisions by January-April-2022.\n\n8. Secure your loans by May 2022 & appear for visa interview by June-July-2022.\n\n\nNo one has ever regretted starting early! The time you lose will never come back. While Ive given you milestones, these are the latest dates by which you should ideally get things done. Starting early makes the process easier. """,0
343,"I have done my work.\nIf there are any errors noticed by my manager, I will correct them.\n\nThis is sadly one of the reasons most of us do not end up becoming linchpins. Because we allow someone else to raise our bar.\n\nWhen our managers go through our work, instead of trusting it has been done well, they have to re-do it.\n\nPerhaps also re-do their definition of how responsible we are.\n\nOur work is our signature.\nSo are our errors. ",0
344,"bits/stdc++.h\nHave you heard about this cool header file in C++?\nDo you know why is it helpful?\nDo you know why is it slow?\nDo you know how to pre-compile it to make it super fast?\n\nIf your answer to any of the above questions is NO, then you must check out this video where I have not only explained how to pre-compile this header file but also covered in-depth why exactly is it used and what is the need to pre-compile it.\n\nVideo Link:\nChannel Link: ",0
345,"A fantastic use of a week long holiday provided by LinkedIn. Spent some time with student of class Xth appearing for their ICSE Board exams and taught them Computer Science topics like Java, DS and Algo at Ramakrishna Mission Vivekananda Students Home Jamshedpur.\n\nThis students home is being run since 1943 exclusively for boys belonging to backward, and Tribal communities of nearby rural areas. The ashram also provides free Eye cataract surgery for patient of marginal income group. """,0
346,The right answer to most questions in a corporate meeting is \xe2\x80\x9cIt depends\xe2\x80\x9d\n\n#CorporateFacts ,0
347,"My IIT-JEE rank was in the 3000s. This got me branches I hadn\t heard of before. Between deep sea drilling engineering in Kharagpur 3000 kilometers away from home and Computer Science in NIT Calicut literally 20 minutes down the road, I picked up the latter.\n\nBut in my head, it was a step down. I (stupidly) wanted the IIT tag. So, I was never happy at NITC. In 4 years, I came out not learning much.\n\nFor many of my friends though, NITC was an achievement. They were happy to be there and wanted to learn. They made the best of the opportunities they got. Eventually, they did well, became great developers, and some went to places like Stanford. Some of my friends in NIT did far better in life than my \xe2\x80\x9cimaginary\xe2\x80\x9d IIT self.\n\nIf you are a startup, it is tempting to hire from IITs and IIMs. But then, they may want to be in Google or a Goldman. Ask yourself, are you what these guys aspire to be in? If not, consider hiring the guys who are happy to join you, like what you do, who want to learn, and are motivated to do well with what they got. This will pay off massively.\n\n\n\nPS: Some of the best engineers in our team are from relatively obscure colleges.\n\nPS2: While making a JD, please consider removing that ""Must be from Tier-1/Tier-2 college"" line. It is unnecessary elitism. ",0
348,Greetings!!\n\n#EasemyGST is hiring Business development Executive with 0-1yr of experience for gurgaon branch.\n\n-\n-Fluent speaker with a strong command on language with good presentation skills.\n- Analytical skill set and the ability to interact with any level within an organization.\n\nKindly refer and share resumes at ,1
349,"Hey everyone!\n\nI\xe2\x80\x99m delighted to share that I will be joining Adobe as a Product Intern for the summer of 2021. The process meticulously tested candidates on their coding, problem solving and technical knowledge and was definitely a great learning experience.\n\nI\xe2\x80\x99m super grateful to Adobe for conducting the entire process seamlessly and extending this wonderful offer. I would also like to thank for this opportunity.\n\nCant wait to get started! """,0
350,"Hiring Superstar Engineers for Rupifi\n\nAt Rupifi we are building Indias first Embedded BNPF (Buy Now Pay Flexibly) for SMEs. We power B2B marketplaces to enable merchants to purchase using instant and seamless credit on their platform\n\nAs we scale our business with the goal of helping a Million+ SMEs in the coming years, we are building best in class Technology Infrastructure, Simple Configurable APIs and the most User Friendly Experience and Interfaces. We are looking for smart and rockstar individuals to join our Engineering team to drive this next phase of growth\n\nIf you have experience building scalable applications using Java/Springboot or building user interfaces using React JS, and enjoy working in challenging and high growth environments, reach out to us (DM your profile to me, or ) """,1
351,"I HAVE HELPED MORE THAN HUNDREDS TO GET A JOB,HALF OF THEM ARE HAPPILY EMPLOYED AND AM UNEMPLOYED NOW.\nWOULD YOU RETURN ME THE FAVOUR BY ATLEAST COMMENTING ""CFBR""\nTHATS THE LEAST I CAN ASK FOR.\nUnacademy (Business Development Associate) 09/02/2020 \xe2\x80\x93 13/04/2021\n- During My Period Of 2 Months I Have Closed Total Of 24 Sales (Valuation Of 3,32,396 inr) And Also Won Back To Back 2 Consecutive \xe2\x80\x9cWednesday Contest\xe2\x80\x9d Where I Topped Closing 3-3 Sales On Both The Wednesdays.\nPLEASE DO HELP ME FRIENDS BY SHARING THIS POST OR ATLEAST COMMENT FOR BETTER REACH.\nGod Bless You. ",0
352,Question: How do you comfort a JavaScript bug?\nAnswer: You console it\n\nCredit: Anonymous ,0
353,"Its my first year & here are my 6 months of college life achievements (Computer Science Engineering) :\n-Got 2 Internship Offers\n-1st Sem SGPA 9.55\n-Became 3* at Codechef\n-Won 2 hackathons out of 5\n-Qualified Google Codejam\n-Google Hashcode AIR 2.3k\n-almost 500 Github contributions\n-Became Core Team member of CodeChef\n-Became ISP 20-21\n-Became 5* at Hackerrank\n-Taught over 100+ students about Git & Github\n-completed courses from MIT, Harvard etc.\n-Taught myself Machine Learning\n-Going to work with a ML Project with IIT Patna\n-Learnt React\n-Made projects like Clones of(Tesla, LinkedIn, Netflix, Robinhood) etc.\n-Learnt Flutter\n-Completed 164 days of Code\n-Made 7000+ connections on LinkedIn\n-Solved over 400 coding questions\n-Became Open Source Contributor\n-received swags(ofc)\n-Networked with 2000+ people though confs & meetups\n-Read 4 self help books\n\nhopefully i will continue like this throughout my 4 years of Btech.\n\nI would like to say if you are passionate & have purpose in your life you will see that youre using your time fulfilling the dreams you thought of achieving, not immediately but gradually. """,0
354,"AI is technology\xe2\x80\x99s most important priority, and healthcare is its most urgent application. Together with Nuance Communications, we will put advanced AI solutions into the hands of professionals to drive better decision-making and create more meaningful connections. ",0
355,"REDIRECT ANYONE?\n\nR \xe2\x80\x93 efocusing\nE \xe2\x80\x93 nergy &\nD \xe2\x80\x93 reams\nI \xe2\x80\x93 n\nR \xe2\x80\x93 estructuring\nE \xe2\x80\x93 xpectations,\nC \xe2\x80\x93 hanging\nT \xe2\x80\x93 rajectory\n\n, do you keep putting yourself out there applying/interviewing for jobs only to be shot down?\n\nWell, let\xe2\x80\x99s chat.\n\nJob seeking is a marathon, NOT a sprint.\n\nSome people land jobs ASAP; others take MOS/YRS.\n\nIt happens.\n\nCOVID is a game-changer; you need to get with the program if you\xe2\x80\x99re going to WIN.\n\n1st \xe2\x80\x93 Mindset\n\nPITY PARTIES Honor a Guest of One, & That\xe2\x80\x99s NOT the Party You Want to Host.\n\nFLUSH OUT YOUR HEADGEAR!\n\nYou Attract What You Project.\n\nNegativity Begets Negative Results.\n\nIf you want a change, you need to BE THE CHANGE!\n\nMindset molds your merriment.\n\nFocus on What You Have, NOT What You Don\xe2\x80\x99t.\n\nREJECTIONS Are Part of Life.\n\nAccept, Learn, Adapt, Grow, & Repeat.\n\n\xe2\x80\xa3Get a routine, do it religiously & well, & find enjoyment in that.\n\n\xe2\x80\xa3Serve another \xe2\x80\x93 Nothing is More Rewarding Than Helping Another Person in Need.\n\nBoth work!\n\nAccept what is.\n\nIf You Didn\xe2\x80\x99t Land That job, YOU Were Meant for Something BETTER.\n\nDon\xe2\x80\x99t Think It, KNOW IT!\n\nYOUR Mindset Is 100% in YOUR CONTROL; Recruiters Are NOT.\n\nRedirections Are Great Excuses to REFOCUS & RESTRUCTURE Your Expectations.\n\nNEW Attitude = NEW TRAJECTORY\n\nI am . ",0
356,"The higher the inequality of income in a country, the worse things are for those at the bottom.\n\nCheck out my feature this month at ETC. which discusses about Gini Coefficient, one of the prominent measures of income inequality. ",0
357,"YouTube recommendation engine is just terrible.\n\n\nAt least for me as a user. I am sure it works great from an engagement standpoint\n\nHere is what it seems to do, it keeps recommending content from the same channels, narrow topics or videos over and over again.\n\nYou watch one video on a topic/channel/music, it recommends you two more of the same, you watch those and now it is a permanent fixture in your stream.\n\nI or a user ends up engaging because yes it is relevant but it ends up hiding so much other content that YouTube must have.\n\nI have tried deleting my history to update my recommendations but within 3 weeks I have ended up pretty much back to where I was earlier. It feels so stale.\n\nAre there any tools/extensions/approaches to enable better discovery on YouTube? ",0
358,"Finally managed to solve all the problems in a #Google KickStart Round. This has been my best performance till now with a Global Rank of 212 and an India Rank of 71. It felt like a applied almost everything I had learned about Trees, in the past 12 months, in the last problem. Some Dynamic Programming also came to the rescue in the first 2 problems while the 3rd Problem was based on Number Theory and Observations\n\n""Euler Tour on a Tree"", ""Segment Tree with Lazy Propagation"" on the ""Flattened tree obtained from the Euler Tour"", ""Offline Queries"" and ""GCD"" properties.\n\nI know all these terms may seem like jargons but these were the techniques I had to employ to solve the last problem and the feeling after getting that Accepted Verdict on that huge code was just amazing.\n\nIf anybody is interested in checking out my Screencast with Commentary + FaceCam, here is the link:\n\nYou can subscribe to my YouTube channel for some cool educational content on Competitive Programming: ",0
359,"India is suffering more from the lack of common sense than COVID-19.\n\n\nWear masks people and stay at home as much as possible. Its good for your own sake. """,0
360,"Soft Breeze Carries A Melodious Tune.\nBlessed with Bliss,\nTo Pain Now My Heart is Immune.\n""Subho Poila Baisakh""\nConveying You My Sincere Wish\n\nThis New Year too\nWill come your way New Challenges\nYou will Notice how your Loved Ones\nOver time Steadily Changes\nAgain your Heart will Bleed in Silence\nAnd Your Brain offering it Condolence\n\nHowever, it is the HOPE\nThat keeps us ALIVE\nMotivates us to Go On, and\ninto the Unknown take a Dive\nTeach us to Cherish what WE HAVE, and\nwith ILLUSION break Fruitless Ties\n\nLet\s Welcome the New Year\nWith open arms and a Broad SMILE\nShake off the FEAR, Wipe off the TEARS\nLet\s LIVE, we all are here AWHILE!\n\n\xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x80 \xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\xa4\xe0\xa6\xbe\xe0\xa6\xb8\xe0\xa7\x87 \xe0\xa6\xb8\xe0\xa7\x81\xe0\xa6\x96\xe0\xa7\x87\xe0\xa6\xb0 \xe0\xa6\x97\xe0\xa7\x81\xe0\xa6\x9e\xe0\xa7\x8d\xe0\xa6\x9c\xe0\xa6\xa8\n\xe0\xa6\x86\xe0\xa6\xa4\xe0\xa7\x8d\xe0\xa6\xae\xe0\xa6\xb9\xe0\xa6\xbe\xe0\xa6\xb0\xe0\xa6\xbe \xe0\xa6\x89\xe0\xa6\xb2\xe0\xa7\x8d\xe0\xa6\xb2\xe0\xa6\xb8\xe0\xa6\xbf\xe0\xa6\xa4 \xe0\xa6\xae\xe0\xa6\xa8\n\xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xb0\xe0\xa7\x82\xe0\xa6\xaa\xe0\xa7\x87 \xe0\xa6\x9c\xe0\xa6\xbe\xe0\xa6\xa8\xe0\xa6\xbe\xe0\xa6\x87\n\xe0\xa7\xa7\xe0\xa6\xb2\xe0\xa6\xbe \xe0\xa6\xac\xe0\xa7\x88\xe0\xa6\xb6\xe0\xa6\xbe\xe0\xa6\x96\xe0\xa7\x87\xe0\xa6\xb0 \xe0\xa6\x85\xe0\xa6\xad\xe0\xa6\xbf\xe0\xa6\xa8\xe0\xa6\xa8\xe0\xa7\x8d\xe0\xa6\xa6\xe0\xa6\xa8\xf0\x9f\xa5\xb3\xf0\x9f\x98\x8a ",0
361,"One of the best picture, which describes alot of words \xe2\x9d\xa4\xef\xb8\x8f she can do anything, thanks mom for making me understand that Womens are always two step Ahead #HugeRespect """,0
362,"""If Google teaches you anything, it\s that small ideas can be big.""- Ben Silbermann. Keeping that vision in our mind, we would like to welcome JU E-CELL coordinators\21. Heartiest congratulations to Juniors. With full faith that through your ideas and innovations ECELL will overcome new barriers and continue its legacy. Thanking alumni and seniors for motivating and guiding these young minds to start and continue their journey in ECELL.\n\nWelcome Aboard Juniors. ",0
363,"\xf0\x9d\x97\xa4- \xf0\x9d\x97\x9b\xf0\x9d\x97\xbc\xf0\x9d\x98\x84 \xf0\x9d\x97\xb0\xf0\x9d\x97\xae\xf0\x9d\x97\xbb \xf0\x9d\x97\x95\xf0\x9d\x97\xa7\xf0\x9d\x97\x96 \xf0\x9d\x97\xbf\xf0\x9d\x97\xb2\xf0\x9d\x97\xbd\xf0\x9d\x97\xb9\xf0\x9d\x97\xae\xf0\x9d\x97\xb0\xf0\x9d\x97\xb2 \xf0\x9d\x97\xb0\xf0\x9d\x98\x82\xf0\x9d\x97\xbf\xf0\x9d\x97\xbf\xf0\x9d\x97\xb2\xf0\x9d\x97\xbb\xf0\x9d\x98\x81 \xf0\x9d\x97\xbd\xf0\x9d\x97\xae\xf0\x9d\x98\x86\xf0\x9d\x97\xba\xf0\x9d\x97\xb2\xf0\x9d\x97\xbb\xf0\x9d\x98\x81 \xf0\x9d\x98\x80\xf0\x9d\x98\x86\xf0\x9d\x98\x80\xf0\x9d\x98\x81\xf0\x9d\x97\xb2\xf0\x9d\x97\xba \xf0\x9d\x98\x84\xf0\x9d\x97\xb5\xf0\x9d\x97\xb2\xf0\x9d\x97\xbf\xf0\x9d\x97\xb2 \xf0\x9d\x98\x84\xf0\x9d\x97\xb2 \xf0\x9d\x97\xb5\xf0\x9d\x97\xae\xf0\x9d\x98\x83\xf0\x9d\x97\xb2 \xf0\x9d\x9f\xad\xf0\x9d\x9f\xac,\xf0\x9d\x9f\xac\xf0\x9d\x9f\xac\xf0\x9d\x9f\xac+ \xf0\x9d\x98\x81\xf0\x9d\x97\xbf\xf0\x9d\x97\xae\xf0\x9d\x97\xbb\xf0\x9d\x98\x80\xf0\x9d\x97\xae\xf0\x9d\x97\xb0\xf0\x9d\x98\x81\xf0\x9d\x97\xb6\xf0\x9d\x97\xbc\xf0\x9d\x97\xbb\xf0\x9d\x98\x80 \xf0\x9d\x97\xbd\xf0\x9d\x97\xb2\xf0\x9d\x97\xbf \xf0\x9d\x98\x80\xf0\x9d\x97\xb2\xf0\x9d\x97\xb0 \xf0\x9d\x98\x84\xf0\x9d\x97\xb5\xf0\x9d\x97\xb6\xf0\x9d\x97\xb9\xf0\x9d\x97\xb2 \xf0\x9d\x97\xb6\xf0\x9d\x98\x81 \xf0\x9d\x97\xb0\xf0\x9d\x97\xae\xf0\x9d\x97\xbb \xf0\x9d\x97\xbc\xf0\x9d\x97\xbb\xf0\x9d\x97\xb9\xf0\x9d\x98\x86 \xf0\x9d\x97\xb5\xf0\x9d\x97\xae\xf0\x9d\x97\xbb\xf0\x9d\x97\xb1\xf0\x9d\x97\xb9\xf0\x9d\x97\xb2 \xf0\x9d\x9f\xb3 \xf0\x9d\x97\xbd\xf0\x9d\x97\xb2\xf0\x9d\x97\xbf \xf0\x9d\x98\x80\xf0\x9d\x97\xb2\xf0\x9d\x97\xb0?\n\xf0\x9d\x97\x94- \xf0\x9d\x97\x9c\xf0\x9d\x98\x81 \xf0\x9d\x97\xb1\xf0\x9d\x97\xbc\xf0\x9d\x97\xb2\xf0\x9d\x98\x80\xf0\x9d\x97\xbb\\xf0\x9d\x98\x81 \xf0\x9d\x97\xb5\xf0\x9d\x97\xae\xf0\x9d\x98\x83\xf0\x9d\x97\xb2 \xf0\x9d\x98\x81\xf0\x9d\x97\xbc!\n\nTo understand this we must learn to differentiate b/w Payment and Settlement network\n\nLet\s say you have an account with bank X while a nearby caf\xc3\xa9 has it with bank Y\n\nWhen you buy a coffee from your local caf\xc3\xa9 and pay via MasterCard/Visa/UPI, a small value transaction is completed in seconds but it doesn\t mean your accounts are settled\n\nThe accounts of both the parties are debited/credited respectively to show correct balances, which certainly doesn\t mean that ""money"" physically changed hands. This is a \xf0\x9d\x97\xa3\xf0\x9d\x97\xae\xf0\x9d\x98\x86\xf0\x9d\x97\xba\xf0\x9d\x97\xb2\xf0\x9d\x97\xbb\xf0\x9d\x98\x81 \xf0\x9d\x97\xa6\xf0\x9d\x97\xbc\xf0\x9d\x97\xb9\xf0\x9d\x98\x82\xf0\x9d\x98\x81\xf0\x9d\x97\xb6\xf0\x9d\x97\xbc\xf0\x9d\x97\xbb\n\nAt the end of the week/month, banks X and Y tally how much does one owe the other for all transactions and then final settlement takes place by physical exchange of money. This is a \xf0\x9d\x97\xa6\xf0\x9d\x97\xb2\xf0\x9d\x98\x81\xf0\x9d\x98\x81\xf0\x9d\x97\xb9\xf0\x9d\x97\xb2\xf0\x9d\x97\xba\xf0\x9d\x97\xb2\xf0\x9d\x97\xbb\xf0\x9d\x98\x81 \xf0\x9d\x97\xa6\xf0\x9d\x97\xbc\xf0\x9d\x97\xb9\xf0\x9d\x98\x82\xf0\x9d\x98\x81\xf0\x9d\x97\xb6\xf0\x9d\x97\xbc\xf0\x9d\x97\xbb\n\nHere, BTC can be used as a settlement mechanism but not payment mechanism. Visa/MasterCard will continue to offer quick payment solutions while final settlement amongst financial institutions will happen in instead of USD ",0
364,"COME, BE A PART OF IV LEAGUE\n\nWith one of the fastest growth trajectories and an already amazing team, InterviewVector is looking to add the next level Front-End(ReactJS/Redux) Developer to its team.\n\nExperience Required: 2+YoE\n\nHow to apply?\nPutting a form link in first comment. Please fill the form.\n\nCC: , ,\n\nAlso, A humble request to please give this post a like to reach a wider audience. """,1
365,"Hello everyone I am very happy to post that I have secured all India Rank of 262 in GATE CSE 2021 with a GATE score of 780. This is my lifes first achievement. Had been preparing for this examination for 2 years and also this was my first attempt. I would like to thank my parents, friends and of course Sir.\n\nPosting this a little late because new on LinkedIn """,0
366,Completed reading \xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\xae\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xad\xe0\xa4\x97\xe0\xa4\xb5\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\x97\xe0\xa5\x80\xe0\xa4\xa4\xe0\xa4\xbe today.\n\nps. Felt like an achievement and worth sharing.\nHoping it reflects in my karma and conscience to the best of my ability. ,0
367,"Instead of worrying about\nWhat you cannot control\n\nShift your energy\nTo what you can create\n\xe2\x80\x95 Roy T. Bennett\n\nPlease feel free to join my tribe of 43K+ followers now, thanks\nFollow \xe2\x9e\xa4 ",0
368,"How we schedule our days and how we manage our time is really one of the keys to figuring out how to produce at a very high level. And if there\s one change that I have made in my life, it is incorporating ""Batching"".\n\nWhen it comes to some things in life, batching tasks come naturally. We do our laundry once the laundry bag is full. Could you imagine how unproductive our lives could become if we decided to break these type of tasks into 100 different parts? How insane would it be to wash each shirt right after you wore it?\n\nYet, that\s exactly what we are doing when it comes to many other areas of our lives! When you begin incorporating batching into other domains, you will realize how powerful it can be.\n\nBy planning and consolidating tasks, we can prevent constant task switching and focus on the thing that really need to get done. I create batches of time for daily solo tasks, meetings and social activities. These activities require a completely different type of energy, focus and headspace. If I had to switch multiple times between them, it would absolutely drain me.\n\nSo, whenever possible, creating batches and using that momentum will really help get things done. ",0
369,Successfully completed 2-year MBA (PGP) from IIM Bangalore!\nFrom chasing big dreams to knowing they are very much achievable... ,0
370,"Today, we shared the all new #SurfaceLaptop4 and new accessories with the world. Every detail of these products has been thought through to bring you experiences that empower you to work, learn, create, and connect. Cant wait to see what you do with them! """,0
371,"If not for memes, 90% of marketers would have deleted Facebook accounts long-long ago. \xf0\x9f\x98\x82\n\n\nFollow: ",0
